Company Name,Ticker,Last Close
"JRjr33","JRJRQ",".0002"
"Jerash Holdings","JRSH","4.32"
"J. Sainsbury","JSAIY","12.9"
"Jones Soda Co.","JSDA",".2474"
"Jasper Therapeutics","JSPR","1.7"
"Jianpu Technology","JT","2"
"Grubhub","JTKWY","5.1"
"Jaws Juggernaut Acquisition","JUGG","10.17"
"Juma Technology","JUMT",".04"
"Juniper II Corp.","JUN","10.3"
"Jupiter Wellness, Inc.","JUPW",".6439"
"Coffee Holding Co.","JVA","2.5"
"Jupiter Wellness Acquisition","JWAC","10.31"
"Jowell Global","JWEL",".51"
"Nordstrom","JWN","19.54"
"Aquaron Acquisition Corp.","JXJT",".9099"
"The Joint","JYNT","18.17"
"Jianzhi Education Technology Group Company Ltd. Sp","JZ","1.63"
"Jiuzi","JZXN",".1815"
"Kineta, Inc.","KA","7.48"
"Kairous Acquisition ","KACL","10.64"
"Kismet Acquisition Two","KAII","10.16"
"Kalera Public Limited Company","KAL","6.25"
"Kala Pharmaceuticals","KALA","17.34"
"Kallo","KALO",".0012"
"KalVista Pharmaceuticals","KALV","7.96"
"KAR Auction Services","KAR","14.56"
"Koala","KARE",".0003"
"Kaya","KAYS",".0705"
"Kimball International","KBAL","7.4"
"Kubient","KBNT",".8219"
"Kingsoft Cloud","KC","4.8"
"KimberlyClark de Mexico","KCDMY","9.63"
"Kyndryl Holdings, Inc.","KD","13.39"
"KDDI","KDDIY","15.624"
"Key Energy Services","KEGX",".1"
"Kelly Services","KELYA","18.1"
"Kelly Services","KELYB","17.3301"
"Korea Electric Power","KEP","8.02"
"Kewaunee Scientific","KEQU","16.5"
"Akerna","KERN","1.1"
"KeyCorp","KEY","19.19"
"Kentucky First Federal Bancorp","KFFB","6.61"
"Kingsway Financial Services","KFS","8.3"
"Kinross Gold","KGC","4.64"
"Kingfisher","KGFHY","6.85"
"Kaiser Group","KGHI",".03"
"Kingold Jewelry","KGJI",".0002"
"Kion Group","KIGRY","9.99"
"Kismet Acquisition Three","KIII","10.08"
"Nextdoor","KIND","2.46"
"Kingstone Companies","KINS","1.69"
"KINS Technology Group","KINZ","10.1201"
"Kelso Technologies","KIQ",".31"
"Kirkland's","KIRK","3.66"
"Kumba Iron Ore","KIROY","10.255"
"Nauticus Robotics, Inc.","KITT","3.4"
"Kiwibox.com","KIWB",".0002"
"Comjoyful International Co","KJFI",".163"
"Koninklijke KPN","KKPNF","3.43"
"Koninklijke KPN","KKPNY","3.43"
"Klabin","KLBAY","7.77"
"KLDiscovery","KLDI","2.31"
"KLM Royal Dutch Airlines","KLMR","2"
"Koil Energy Solutions, Inc.","KLNG",".581"
"KushnerLocke Co.","KLOC",".0012"
"Kaleyra","KLR","1.14"
"Kaltura","KLTR","2.18"
"KLX Energy","KLXE","14.78"
"Kunlun Energy","KLYCY","8.25"
"Kamada","KMDA","4.68"
"Kinder Morgan","KMI","18.3"
"KemPharm","KMPH","5.46"
"Knowles","KN","19.23"
"Kirin","KNBWY","15.395"
"Konica Minolta","KNCAY","8.3"
"Kandi Technologies Group","KNDI","2.69"
"KNOT Offshore Partners","KNOP","5.62"
"Kronos Advanced Technologies","KNOS",".015"
"Kiniksa Pharmaceuticals","KNSA","14.46"
"KnightSwan Acquisition","KNSW","10.26"
"Kinnate Biopharma","KNTE","7.53"
"Know Labs","KNW","1.27"
"Resonate Blends","KOAN",".0695"
"Kodiak Sciences","KOD","8.08"
"Kodak","KODK","3.61"
"Kopin","KOPN","1.2"
"Cerberus Telecom Acquisition","KORE","2.5"
"Kosmos Energy","KOS","7.91"
"Koss","KOSS","5.6271"
"Keppel","KPELY","11.505"
"Katapult Holdings","KPLT",".98"
"Kiora Pharmaceuticals","KPRX","3.53"
"Karyopharm Therapeutics","KPTI","3.3"
"Kiromic BioPharma","KRBP",".209"
"KKR Real Estate Finance Trust","KREF","15.93"
"Keppel REIT","KREVF",".7845"
"36Kr","KRKR","1.1861"
"KORU Medical Systems Inc.","KRMD","3.98"
"Kernel Group","KRNL","10.19"
"Kearny Financial","KRNY","9.38"
"Kronos Worldwide","KRO","11.65"
"Kronos Bio","KRON","2.4"
"Kimbell Royalty","KRP","16.29"
"Karat Packaging","KRT","15.03"
"Knightscope","KSCP","1.59"
"Kadem Sustainable Impact Corporation","KSI","10.09"
"","KSM","8.76"
"Kaspien","KSPN",".948"
"KT","KT","14.31"
"Key Tronic","KTCC","4.6492"
"","KTF","9.07"
"Kratos Defense & Security Solutions","KTOS","11.45"
"Kintara Therapeutics","KTRA","6.3"
"Pasithea Therapeutics","KTTA",".7029"
"Kuke Music Holding Limited","KUKE",".49"
"KULR Technology Group","KULR","1.28"
"Kura Oncology","KURA","13.82"
"Kavango Resources PLC","KVGOF",".025"
"KVH Industries","KVHI","10.25"
"Khosla Ventures Acquisition Co.","KVSA","10.1"
"Khosla Ventures Acquisition Co. III","KVSC","10.07"
"Kennedy-Wilson","KW","17.88"
"Kingswood Acquisition","KWAC","10.8"
"Kiwa BioTech Products Group","KWBT",".0005"
"KWESST Micro Systems Inc.","KWE","2.99"
"Kawasaki Heavy Industries","KWHIY","9.057"
"Kaixin Auto Holdings","KXIN",".41"
"Keyarch Acquisition","KYCH","10.19"
"Novogen Limited","KZIA","1.03"
"Kezar Life Sciences","KZR","7.17"
"STANDARD BIOTLS","LAB","2"
"Landos Biopharma","LABP",".4211"
"Ladder Capital Corp","LADR","11.2"
"LadRx Corporation","LADX",".082"
"Lakeland Industries","LAKE","14.48"
"Gladstone Land","LAND","19.54"
"Lanvin Group Holdings Limited","LANV","7.85"
"Lancer Orthodontics","LANZ",".065"
"Laser Photonics Corporation","LASE","5.22"
"nLight","LASR","12.4"
"LatAmGrowth SPAC","LATG","10.34"
"Laureate Education","LAUR","10.98"
"CS Disco","LAW","8.31"
"Luminar Technologies","LAZR","6.67"
"Lazydays Holdings","LAZY","13.19"
"Lakeland Bancorp","LBAI","19.27"
"Location Based Technologies","LBAS",".0045"
"Lakeshore Acquisition II Corp.","LBBB","10.29"
"Luther Burbank","LBC","11.74"
"Longboard Pharmaceuticals","LBPH","4.26"
"Liberty Energy","LBRT","15.83"
"Lithium & Boron Technology","LBTI",".0206"
"Leafbuyer Technologies","LBUY",".0461"
"LendingClub","LC","9.69"
"Landcadia Holdings IV","LCA","10"
"L Catterton Asia Acquisition","LCAA","10.34"
"Locafy","LCFY","10.6"
"Lannett Co","LCI",".5495"
"Lucid Group","LCID","11.69"
"LCNB","LCNB","18.25"
"Lineage Cell Therapeutics","LCTX","1.46"
"Lifetime Brands","LCUT","8.01"
"Learn CW Investment Corporation","LCW","10.23"
"LDH Growth Corp I","LDHA","10.15"
"loanDepot","LDI","2.63"
"Land's End","LE","9.03"
"Legacy Education Alliance","LEAI",".1439"
"Leatt","LEAT","18.99"
"SemiLEDS","LEDS","2.02"
"Lead Edge Growth Opportunities","LEGA","10.155"
"Leju Holdings","LEJU","1.38"
"LEKOIL","LEKOF",".0041"
"","LEO","6.51"
"Leslies","LESL","15.49"
"Lion Electric","LEV","2.62"
"Levi Strauss & Co.","LEVI","18.4"
"Lexaria Bioscience","LEXX","3.2101"
"LF Capital Acquisition Corp. II","LFAC","10.31"
"Lifecore Biomedical, Inc.","LFCR","6.21"
"Life Electric Vehicles Holdings Inc.","LFEV",".81"
"Leafly","LFLY",".6398"
"LifeMD","LFMD","1.98"
"LifeStance Health Group","LFST","5.28"
"Lument Finance Trust","LFT","2.21"
"Lifevantage","LFVN","4"
"Lazard Growth Acquisition I","LGAC","10.15"
"Lions Gate Entertainment","LGF.A","7.97"
"Lions Gate Entertainment","LGF.B","7.62"
"Legal & General Group","LGGNY","15.726"
"Lion Group Holding","LGHL",".556"
"Logiq","LGIQ",".38"
"The LGL Group","LGL","4.51"
"LogicMark","LGMK",".24"
"Largo","LGO","6.28"
"Semper Paratus Acquisition Corporation","LGST","10.33"
"Longview Acquisition II","LGV","10.09"
"LAMF Global Ventures Corp. I","LGVC","10.345"
"Longeveron","LGVN","4.04"
"Leo Holdings II","LHC","10.26"
"Lucira Health","LHDX",".415"
"LianBio","LIAN","2.49"
"Liberty Resources Acquisition Corp.","LIBY","10.39"
"Li-Cycle Holdings Corp.","LICY","5.44"
"AEye","LIDR",".6253"
"aTyr Pharma","LIFE","2.3"
"MSP Recovery, Inc.","LIFW","1.16"
"Liberty Latin America","LILA","9.84"
"Liberty Global","LILAK","9.85"
"Qell Acquisition","LILM","1.28"
"Lincoln Educational Services","LINC","6.35"
"Lindblad Expeditions","LIND","11.9"
"Iao Kun Group","LINUF",".008"
"Lionheart III Corp.","LION","10.16"
"Lion Corp.","LIOPF","11.251"
"Lipella Pharmaceuticals Inc.","LIPO","2.475"
"LiqTech International","LIQT",".555"
"LightInTheBox Holding Co.","LITB","1.3"
"Snow Lake Resources","LITM","2.37"
"Logistics Innovation Technologies","LITT","10.045"
"LIV Capital Acquisition Corp. II","LIVB","10.33"
"Live Current Media","LIVC",".15"
"Lixte Biotechnology","LIXT",".79"
"LIZHI","LIZI",".98"
"Luokung Technology","LKCO",".202"
"Luk Fook Holdings","LKFLF","3.2899"
"LL Flooring","LL","6.06"
"Terran Orbital","LLAP","1.94"
"Limbach","LMB","12.87"
"Everybody Loves Languages Corp.","LMDCF",".0578"
"CA Healthcare Acquisition","LMDX",".9447"
"LM Funding America","LMFA",".7154"
"Lemonade","LMND","16.28"
"Liminal BioSciences","LMNL",".4299"
"Limoneira Co","LMNR","13.13"
"LMP Automotive","LMPX","7.1"
"Lomiko Metals","LMRMF",".022"
"LASER MASTER IN","LMTI",".05"
"Brasilagro Cia Brasileira De Propriedades Agricola","LND","5.92"
"LINKBANCORP, Inc.","LNKB","8.3"
"LENSAR","LNSR","3.008"
"Lenovo Group","LNVGY","16.03"
"Manhattan Bridge Capital","LOAN","5.89"
"Live Oak Crestview Climate Acquisition Corp.","LOCC","10"
"Local Bounti","LOCL",".9598"
"Local","LOCM",".0002"
"El Pollo Loco","LOCO","12.27"
"Comstock Inc.","LODE",".49"
"Live Oak Mobility Acquisition","LOKM","10.105"
"Loma Negra Compania Industrial Argentina","LOMA","7.13"
"Loncor Resources","LONCF",".24"
"Lonking","LONKF",".195"
"Loop Industries","LOOP","2.495"
"Spark Networks","LOV","1.07"
"Lipocine","LPCN",".53"
"Dorian LPG","LPG","19.85"
"LEE PHARMACEUTI","LPHM",".0429"
"LG Display Co.","LPL","5.6"
"Open Lending","LPRO","8.77"
"LivePerson","LPSN","12.88"
"LightPath Technologies","LPTH","1.5"
"Loop Media, Inc.","LPTV","6"
"Leap Therapeutics","LPTX",".665"
"Liquidia Technologies","LQDA","6.6"
"Liquidity Services","LQDT","14.99"
"Liquidmetal Technologies","LQMT",".069"
"Larimar Therapeutics","LRMR","4.94"
"Lesaka Technologies, Inc.","LSAK","4.25"
"Lake Shore Bancorp","LSBK","12.59"
"Landsea Homes","LSEA","6.63"
"Laird Superfood","LSF","1.2"
"Land Securities Group","LSGOF","8.8"
"LSL PROPERTY","LSLPF","3.25"
"Lightspeed POS","LSPD","18.1"
"Lisata Therapeutics, Inc.","LSTA","3.58"
"Lightbridge","LTBR","4.26"
"Latch","LTCH",".9195"
"Littlefield","LTFD",".17"
"Life Time Group Holdings","LTH","18.79"
"LATAM Airlines Group","LTMAY",".545"
"Learning Tree International","LTRE","1.05"
"Lantern Pharma","LTRN","6.02"
"Liberty TripAdvisor","LTRPA","1.27"
"Lantronix","LTRX","5.05"
"Lottery.com","LTRY",".3164"
"Lithium","LTUM",".1475"
"Lotus Pharmaceuticals","LTUS",".0105"
"Lufax","LU","3.05"
"Lucid Diagnostics","LUCD","1.31"
"Innovative Eyewear, Inc.","LUCY","1.3621"
"Lukoil","LUKOY","6.96"
"Lumen Technologies","LUMN","5.25"
"Lumos Pharma","LUMO","3.5"
"Luna Innovations","LUNA","8.84"
"Pulmonx","LUNG","8.89"
"Lundin Mining","LUNMF","7.583"
"Luvu Brands","LUVU",".179"
"LuxUrban Hotels Inc.","LUXH","1.72"
"LAVA Medtech Acquisition Corp.","LVAC","10.32"
"Lulu's Fashion Lounge","LVLU","3.23"
"Level Vision Electronics","LVLV",".0002"
"LiveOne","LVO",".77"
"LiveVox Holdings","LVOX","2.91"
"Levere Holdings","LVRA","10.14"
"LAVA Therapeutics","LVTX","3.64"
"LiveWorld","LVWD",".255"
"LiveWire Group, Inc.","LVWR","6.29"
"Lifeway Foods","LWAY","5.34"
"Lightwave Logic","LWLG","6.29"
"Dephasium","LWLW",".65"
"LexinFintech","LX","3.32"
"Lixiang Education Holding Co.","LXEH","2.75"
"Luxfer","LXFR","16.55"
"LXP Industrial Trust","LXP","11.55"
"Lexicon Pharmaceuticals","LXRX","2.24"
"Lsb Industries","LXU","12.71"
"Lyell Immunopharma","LYEL","3.27"
"Lyft","LYFT","16.25"
"Lloyds Banking Group","LYG","2.59"
"Loyalty Ventures Inc.","LYLT","1.85"
"Lyra Therapeutics","LYRA","2.85"
"Lynas","LYSDY","6.675"
"Lytus Technologies Holdings PTV. Ltd.","LYT","1.12"
"LSI Industries","LYTS","13.73"
"LegalZoom.com","LZ","8.48"
"The Marketing Alliance","MAAL","2.5"
"The Macerich Company","MAC","13.74"
"Moringa Acquisition","MACA","10.15"
"Mace Security International","MACE",".149"
"Merrimack Pharmaceuticals","MACK","11.59"
"MAG Silver","MAG","13.71"
"Monarch Services","MAHI",".005"
"MAIA Biotechnology, Inc.","MAIA","4.69"
"Marks and Spencer Group","MAKSY","3.7"
"WM Technology","MAPS","1.26"
"Maquia Capital Acquisition","MAQC","10.54"
"Marathon Digital","MARA","7.21"
"Remark Holdings","MARK","1.24"
"Marine Petroleum Trust","MARPS","7.96"
"Maison Luxe","MASN",".0028"
"908 Devices","MASS","9.32"
"Metalpha Technology Holding Limited","MATH",".45"
"MediaAlpha","MAX","13.95"
"M3Brigade Acquisition II","MBAC","10.13"
"CIBT Education Group","MBAIF",".3974"
"MasterBrand, Inc.","MBC","9.2"
"MBIA","MBI","13.01"
"Mustang Bio","MBIO",".6776"
"METRO BANK","MBNKF","1.77"
"Microbot Medical","MBOT","3.11"
"Mitchells & Butlers","MBPFF","2"
"Moleculin Biotech","MBRX","1.2599"
"M3-Brigade Acquisition III Corp.","MBSC","10.2"
"Nocturne Acquisition","MBTC","10.75"
"Mountain & Co. I Acquisition","MCAA","10.51"
"Monterey Capital Acquisition Corporation","MCAC","10.14"
"Mountain Crest Acquisition Corp. III","MCAE","10.27"
"Mountain Crest Acquisition Corp.. IV","MCAF","10.25"
"Mountain Crest Acquisition Corp. V","MCAG","10.1866"
"Macatawa Bank","MCBC","11.02"
"Mcorpcx","MCCX",".025"
"Membership Collective Group","MCG","5.3"
"Marchex","MCHX","2.05"
"","MCI","14.1"
"Macau Capital Investments","MCIM",".0005"
"mCloud Technologies Corp.","MCLD",".97"
"Seres Therapeutics","MCRB","5.47"
"Morgan Advanced Materials","MCRUF","2.5"
"The Marcus","MCS","15.14"
"Medicure","MCUJF",".9569"
"Mill City Ventures III, Ltd.","MCVT","2.192"
"Mister Car Wash","MCW","10.27"
"Pediatrix Medical Group, Inc.","MD","15.35"
"Media 100","MDEA",".0003"
"Melco International Development","MDEVF","1.32"
"Medigus Ltd. Sponsored ADR","MDGS","4.7"
"Mediaco Holding","MDIA","1.44"
"CytoCore","MDIT",".0001"
"MDJM","MDJH","1.61"
"Medicenna Therapeutics","MDNA",".7314"
"Maiden Lane Jewelry","MDNL","1"
"Medalist Diversified REIT","MDRR",".9713"
"VERADIGM INC","MDRX","17.91"
"Modiv Inc.","MDV","12.7299"
"MedAvail","MDVL",".39"
"MediWound","MDWD","13.81"
"MDWerks","MDWK",".041"
"Midwest Holding","MDWT","16.23"
"MiMedx Group","MDXG","3.87"
"MDxHealth SA Sponsored ADR","MDXH","6.67"
"23andMe","ME","2.5"
"Mayville Engineering","MEC","16"
"Disaboom","MEDH",".0019"
"Trxade Group","MEDS",".4202"
"Midwest Energy Emissions","MEEC",".505"
"Magic Empire Global Limited","MEGL","2.57"
"Methes Energies International","MEIL",".058"
"MEI Pharma","MEIP",".2852"
"MELI Kaszek Pioneer","MEKA","10.11"
"Minority Equality Opportunities Acquisition Inc.","MEOA","10.65"
"Mercer International","MERC","12.73"
"Merriman Holdings Inc.","MERR",".09"
"Mesa Air Group","MESA","2.95"
"Mesoblast Limited","MESO","3.3"
"Ramaco Resources","METC","10.43"
"Meten EdtechX Education Group","METX",".3301"
"Missfresh Limited","MF","1.91"
"MFA Financial","MFA","11.89"
"Manulife Financial Corp","MFC","19.8"
"Microwave Filter Co.","MFCO",".7"
"Mizuho Financial Group","MFG","3.16"
"Mercurity Fintech Holding","MFH","1.18"
"MidCap Financial Investment Corporation","MFIC","12.42"
"Medallion Financial","MFIN","8.54"
"","MFM","5.35"
"Mobivity","MFON","1.2375"
"","MFV","4.58"
"Mistras Group","MG","5.3"
"Mobile Global Esports Inc.","MGAM","2.58"
"Michelin","MGDDY","15.78"
"","MGF","3.45"
"Minco Capital","MGHCF",".0373"
"MoneyGram International","MGI","10.77"
"Magic Software Enterprises","MGIC","16.26"
"Magnite","MGNI","12.08"
"MacroGenics","MGNX","5.77"
"MGO Global Inc.","MGOL","2.4"
"Magenta Therapeutics","MGTA",".5469"
"MGT Capital Investments","MGTI",".0071"
"MeiraGTx","MGTX","8.36"
"Magyar Bancorp","MGYR","12.87"
"","MHF","6.74"
"Meritage Hospitality Group","MHGU","19.65"
"Marine Harvest ASA","MHGVY","18.48"
"Mastech Digital","MHH","13.3957"
"Maiden Holdings","MHLD","2.37"
"","MHN","11.01"
"Manhattan Scientifics","MHTX",".009"
"Meihua International Medical Technologies","MHUA","14.89"
"Micron Solutions","MICR","2.31"
"Singing Machine Co.","MICS","4.525"
"MICT","MICT","1.1"
"Mitsubishi Electric","MIELF","11.01"
"Mawson Infrastructure Group","MIGI",".5269"
"Montague International Holding","MIHL",".001"
"Millennium Sustainable Venture","MILC",".12"
"Airspan Networks","MIMO","1.39"
"","MIN","2.94"
"MIND Technology","MIND",".655"
"Zoom Telephonics","MINM",".21"
"Mirion Technologies","MIR","7.95"
"Miromatrix Medical","MIRO","3.49"
"Milestone Pharmaceuticals","MIST","3.66"
"Mason Industrial Technology","MIT","10.03"
"Coliseum Acquisition","MITA","10.11"
"Mitsubishi Estate Co.","MITEY","12.785"
"Mitie Group","MITFY","4.03"
"Mitesco","MITI","2.85"
"Mitek Systems","MITK","9.86"
"Moving iMage Technologies","MITQ","1.165"
"AG Mortgage Investment Trust","MITT","6.75"
"MiX Telematics","MIXT","8.65"
"","MIY","11.82"
"Mj Holdings","MJNE",".1196"
"Majic Wheels","MJWL",".0073"
"Markforged Holding Corporation","MKFG","1.34"
"MarketWise","MKTW","2.22"
"Molekule Group, Inc.","MKUL","2.83"
"MoneyLion","ML",".7871"
"Malacca Straits Acquisition","MLAC","10.57"
"McLaren Technology Acquisition Corp.","MLAI","10.32"
"Melco Resorts & Entertainment Limited","MLCO","13.66"
"Vitality Biopharma","MLCT",".19"
"MOOLEC SCIENCE","MLEC","5.3"
"MICROALGO INC","MLGO","2.13"
"Metallurgical Corp. of China","MLLUY","4.51"
"Millennium Prime","MLMN",".005"
"MeridianLink","MLNK","15.88"
"Maui Land & Pineapple Company","MLP","9.05"
"MetAlert Inc.","MLRT",".155"
"MAIL RU GROUP","MLRYY",".9011"
"Milestone Scientific","MLSS",".6659"
"MOONLAKE IMMUNO","MLTX","11.95"
"Malvern Bancorp","MLVF","17.59"
"Meta Materials","MMAT","1.01"
"Martin Midstream Partners","MMLP","3.24"
"MamaMancini's Holdings","MMMB","2"
"Mastermind","MMND",".4305"
"","MMT","4.87"
"Micro Imaging Technology","MMTC",".01"
"","MMU","10.56"
"MultiMetaVerse Holdings Limited","MMV","2.25"
"MIND C.T.I.","MNDO","2.3"
"Mallinckrodt PLC","MNK","7.5"
"MannKind","MNKD","5.47"
"Mind Medicine MindMed","MNMD","3.41"
"MediciNova","MNOV","2.39"
"","MNP","12.58"
"Monopar Therapeutics","MNPR","3.58"
"Mansfelder Metals","MNSF",".0002"
"MINISO Group Holding Limited","MNSO","15.22"
"Montauk Renewables","MNTK","11.11"
"Everest Consolidator Acquisition","MNTN","10.32"
"Mentor Capital","MNTR",".0425"
"Momentus","MNTS",".905"
"Momentive Global","MNTV","7.71"
"Manitex International","MNTX","4.08"
"Mobilicom Limited Sponsored ADR","MOB","1.5"
"Mobiquity Technologies","MOBQ",".6421"
"Mobiv Acquisition Corp.","MOBV","10.305"
"Hemis","MOCI",".067"
"Modular Medical, Inc.","MODD","2.4"
"Mogo","MOGO",".809"
"MOGU","MOGU","2.72"
"ECMOHO Limited","MOHOY",".016"
"Molecular Partners AG Sponsored ADR","MOLN","6.45"
"Momo","MOMO","10.25"
"Mondee Holdings, Inc.","MOND","10.9"
"MONOTARO","MONOY","15.11"
"MorphoSys","MOR","4.95"
"Motus GI","MOTS","1.05"
"Movano","MOVE","1.39"
"Moxian","MOXC","1.3"
"","MPA","11.56"
"Motorcar Parts of America","MPAA","14.56"
"PAGEGROUP","MPGPF","5.5"
"MultiPlan","MPLN","1.32"
"MPM Technologies","MPML",".0001"
"Mercato Partners Acquisition Corporation","MPRA","10.38"
"M-tron Industries, Inc.","MPTI","10.105"
"","MPV","13.1"
"Mountain Province Diamonds","MPVDF",".4651"
"Medical Properties Trust","MPW","12.95"
"Marine Products","MPX","13.3"
"Marqeta","MQ","6.63"
"","MQT","10.84"
"","MQY","12.28"
"Murata Manufacturing","MRAAY","14.21"
"Marpai","MRAI",".9193"
"EVERSPIN TECH","MRAM","6.9"
"MRC Global","MRC","13.6"
"Monroe Capital","MRCC","8.26"
"MARIADB PLC","MRDB","3.55"
"MEREO BIOPHARMA","MREO",".9351"
"Margo Caribe","MRGO","6"
"Marin Software","MRIN","1.22"
"MARKER THERAPEUTICS","MRKR","2.8"
"MEDIROM Healthcare Technologies","MRM","6.27"
"MariMed Inc.","MRMD",".4096"
"Marinus Pharmaceuticals","MRNS","6.35"
"Mersana Therapeutics","MRSN","6.58"
"Merus","MRUS","15.6"
"Nuvo Research","MRVFF",".973"
"Maravai LifeSciences","MRVI","14.66"
"Medicus Sciences Acquisition","MSAC","10.11"
"MS&AD Insurance Group","MSADY","16"
"STUDIO CITY IH","MSC","6.8701"
"Satellos Bioscience Inc.","MSCLF",".2175"
"","MSD","6.96"
"MSD Acquisition","MSDA","10.16"
"MC Endeavors","MSMY",".0013"
"Emerson Radio","MSN",".5452"
"Metal Sky Star Acquisition Corporation","MSSA","10.19"
"Mid-Southern Bancorp","MSVB","13.14"
"Metalla Royalty & Streaming","MTA","4.93"
"MedTech Acquisition","MTAC","10.09"
"Metals Acquisition Corp.","MTAL","10.11"
"MMTec","MTC",".78"
"Metacrine","MTCR",".531"
"Maris-Tech","MTEK",".975"
"Molecular Templates","MTEM",".539"
"Mannatech","MTEX","18"
"MGIC Investment","MTG","14.12"
"Mechel PAO","MTL","2.25"
"Metalink","MTLK",".5818"
"Materialise","MTLS","10.54"
"MEGA MATRIX CP","MTMT","1.6"
"Matinas Biopharma","MTNB",".5765"
"MTN Group","MTNOY","8.5"
"Midatech Pharma","MTP",".7001"
"Mesa Royalty Trust","MTR","19.07"
"Matrix Service","MTRX","8.07"
"Monterey Bio","MTRY","10.56"
"Matterport","MTTR","3.52"
"CECONOMY","MTTRY",".4643"
"Motive Capital II","MTVC","10.32"
"The Manitowoc Company","MTW","13.7"
"","MUA","11.38"
"","MUC","11.52"
"Mudrick Capital Acquisition   II","MUDS","10.16"
"Mitsubishi UFJ Financial Group","MUFG","7.37"
"","MUJ","11.86"
"Net Element","MULN",".3439"
"Murphy Canyon Acquisition Corp.","MURF","10.3074"
"McEwen Mining","MUX","6.71"
"MotorVac Technologies","MVAC",".0111"
"Metavesco, Inc.","MVCO",".38"
"","MVF","7.15"
"Microvision","MVIS","2.51"
"Mission Valley Bancorp","MVLY","13.75"
"MV Oil Trust","MVO","15.22"
"MVP Holdings","MVPT",".582"
"Microvast","MVST","1.63"
"","MVT","11.16"
"Mueller Water Products","MWA","12.65"
"Marketing Worldwide","MWWC",".0001"
"Magnachip Semiconductor","MX","10.6"
"Mexco Energy","MXC","13.6"
"Orbia Advance","MXCHY","4.5"
"MaxCyte","MXCT","5.84"
"","MXE","10.04"
"","MXF","16.7"
"Mexus Gold US","MXSG",".0006"
"","MYD","11.19"
"Myriad Genetics","MYGN","19.72"
"","MYI","11.52"
"MyMD Pharmaceuticals","MYMD","2.7"
"Mymetics","MYMX",".0264"
"","MYN","10.52"
"Mynaric","MYNA","4.59"
"Mainz Biomed NV","MYNZ","6.6"
"Myomo","MYO",".4832"
"PLAYSTUDIOS","MYPS","4.62"
"Myrexis","MYRX",".001"
"My Size","MYSZ","2.8191"
"Magyar Telekom Tavkozlesi Nyrt","MYTAY","5.4"
"MYT Netherlands Parent","MYTE","11.66"
"Mazda Motor","MZDAY","3.95"
"Nano Labs Ltd. Sponsored ADR","NA","1.34"
"NaaS Technology Inc. Sponsored ADR","NAAS","5.8"
"Nable","NABL","10.27"
"National Australia Bank","NABZY","11.264"
"Natural Alternatives International","NAII","8.9"
"Northern Dynasty Minerals","NAK",".22"
"NewAmsterdam Pharma Company N.V.","NAMS","13.375"
"Nanophase Technologies","NANX","1.1"
"Nanovibronix","NAOV",".3086"
"The Duckhorn Portfolio","NAPA","16.18"
"Nordic American Tankers Limited","NAT","3.04"
"Nature's Sunshine Products","NATR","10.56"
"National American University","NAUH",".09"
"Nautilus Biotechnology","NAUT","1.96"
"Navidea Biopharmaceuticals","NAVB",".29"
"Navient","NAVI","18.97"
"","NAZ","11.99"
"Neon Bloom","NBCO",".16"
"NewAge","NBEVQ",".0003"
"Nabriva Therapeutics","NBRV","1.59"
"NeuBase Therapeutics","NBSE",".2277"
"Newbury Street Acquisition","NBST","10.07"
"Nanobiotix","NBTX","4.2659"
"NovaBay Pharmaceuticals","NBY","2.4765"
"","NCA","8.95"
"Newcourt Acquisition Corp.","NCAC","10.5207"
"NCC GROUP","NCCGF","2.5"
"Nacel Energy","NCEN",".0001"
"Norwegian Cruise Line","NCLH","15.21"
"Nitori Holdings","NCLTY","13.16"
"Newcrest Mining","NCMGY","15.99"
"National CineMedia","NCMI",".2586"
"NuCana","NCNA","1.51"
"Netcapital Inc.","NCPL","1.33"
"Nocera, Inc.","NCRA","1.36"
"The9 Limited","NCTY","1.4"
"Nine Dragons Paper","NDGPY","17.97"
"Noodles & Company","NDLS","6.29"
"ENDRA Life Sciences","NDRA","4.01"
"New World Development Co.","NDVLY","1.47"
"Northeast Community Bancorp","NECB","15.51"
"Newegg Commerce","NEGG","1.85"
"Northstar Electronics","NEIK",".0098"
"NeoGenomics","NEO","11.88"
"NeoMedia Technologies","NEOM",".0002"
"Neonode","NEON","8.27"
"NeoVolta, Inc.","NEOV","2.2102"
"Nephros","NEPH","1.3499"
"Neptune Wellness Solutions","NEPT",".7292"
"Minerva Neurosciences","NERV","2.39"
"National Energy Services Reunited","NESR","7.56"
"Nabors Energy Transition Corp.","NETC","10.34"
"Eneti","NETI","10.59"
"NewHydrogen","NEWH",".0198"
"New Pacific Metals","NEWP","2.62"
"NewtekOne, Inc.","NEWT","18.58"
"NexTier Oilfield Solutions","NEX","9.42"
"Nexa Resources","NEXA","7.26"
"NexTech AR Solutions","NEXCF",".5799"
"NexImmune","NEXI",".4066"
"NextDecade","NEXT","5.99"
"Northfield Bancorp","NFBK","14.95"
"New Found Gold Corp.","NFGC","3.87"
"Infinite Acquisition Corp.","NFNT","10.3"
"Enphys Acquisition Corp.","NFYS","10.09"
"Novagold Resources","NG","6.31"
"Northern Genesis Acquisition III","NGC","10.11"
"New Gold","NGD","1.18"
